"labels(n)","n.valid_until","n.country_codes","n.countries","n.node_id","n.sourceID","n.address","n.name","n.jurisdiction_description","n.service_provider","n.jurisdiction","n.closed_date","n.incorporation_date","n.ibcRUC","n.type","n.status","n.company_type","n.note"
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000715","Panama Papers","K. L. CORPORATE SERVICES LIMITED 29TH FLOOR, WING ON CENTRE 111 CONNAUGHT ROAD CENTRAL","K. L. CORPORATE SERVICES LIMITED","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000751","Panama Papers","KING BOND INVESTMENTS LTD. FLAT B, 7/F MAYSON GARDEN MANSION  68 HING FAT STREET HONG KONG","KING BOND INVESTMENTS LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000753","Panama Papers","MS. PANG LAI PING 20-24 TAI YAU STREET SAN PO KONG KOWLOON, HONG KONG","MS. PANG LAI PING","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000754","Panama Papers","ZION EQUITIES LIMITED 45/F., OFFICE TOWER CONVENTION CENTRE 1 HARBOUR ROAD HONG KONG","ZION EQUITIES LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000716","Panama Papers","BSI TRUST CORPORATION (CHANNEL ISLANDS) LIMITED P. O. BOX 386 GENERALI HOUSE; HIRZEL STREET  ST. PETER PORT; GUERNSEY GY1 4NG CHANNEL ISLANDS","BSI TRUST CORPORATION (CHANNEL ISLANDS) LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","NOR","Norway","11000717","Panama Papers","ALLIANCE TECHNOLOGY FUGLEVIK PLAT 36 1673 KRKERY NORWAY **S.I.**","ALLIANCE TECHNOLOGY","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MLT","Malta","11000718","Panama Papers","INTERTAX SERVICES LIMITED AIRWAYS HOUSE 2ND FLOOR; HIGH STREET SLIEMA; MALTA *S.I.* SLIEMA MALTA","INTERTAX SERVICES LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000719","Panama Papers","KEYSBOND LIMITED FLAT A13; 11/F.; BLOCK A; TONIC INDUSTRIAL CENTRE; 26 KAI CHEUNG ROAD; KOWLOON BAY; KOWLOON HONG KONG","KEYSBOND LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000720","Panama Papers","PAUL W. TSE & CO. 1701 CAUSEWAY BAY PLAZA 1; 489 HENNESSY ROAD; CAUSEWAY BAY; HONG KONG.","PAUL W. TSE & CO.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000721","Panama Papers","MISS VIVIAN YING UNIT 3616; 36TH FLOOR CHINA MERCHANTS TOWER SHUN TAK CENTRE 168-200 CONNAUGHT ROAD CENTRAL; HONG KONG","YING, VIVIAN","","","","","","","","PROSPECT","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000722","Panama Papers","","MELLY, DEREK ROBERT","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","SLV","El Salvador","11000723","Panama Papers","PORTAL & ASOCIADOS 79 AV. NORTE Y 13 CALLE PONIENTE # 4109 COLONIA ESCALON, SAN SALVADOR EL SALVADOR","PORTAL & ASOCIADOS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000724","Panama Papers","","COFFOR SERVICES S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PRT","Portugal","11000725","Panama Papers","TALLANTYRE CONSULTANTS R. D. MARIA DO CARMO  FRAGOSO CARMONA # 256 2750-428 CASCAIS PORTUGAL","TALLANTYRE CONSULTANTS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000726","Panama Papers","HO & TAM SUITE 2202; 22/F.; CHINACHEM TOWER; 34-37 CONNAUGHT ROAD CENTRAL; H. K.","HO & TAM","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11000727","Panama Papers","BUSINESS INTELLIGENCE CONSULTANCY BOX 447  C/O IPS PMB 572; 666 FIFTH AVENUE NEW YORK; NY 10103-0001 USA *S.I.*","BUSINESS INTELLIGENCE CONSULTANCY LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MAC;CHN","Macao;China","11000728","Panama Papers","TANG YIN TAK CPA 3/FL., INFANTE COMMERCIAL BUILDING 17A-17D  RUA DO DR. PEDRO JOSE LOBO MACAU","TANG YIN TAK CPA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BHS","Bahamas","11000729","Panama Papers","BUTLER & TAYLOR P.O. BOX N-7777 NASSAU, BAHAMAS","BUTLER & TAYLOR","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ITA","Italy","11000730","Panama Papers","MR. JOAQUIM F. SOARES VIA FIESSO DI SOTTO 10 50060 PAGIANO A PATERNO PELAGO, FIRENZE ITALY","SOARES, JOAQUIM F.","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CRI","Costa Rica","11000731","Panama Papers","ROSARIO SALAZAR DELGADO APARTADO  POSTAL 528-3000 HEREDIA, COSTA RICA","ROSARIO SALAZAR DELGADO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000732","Panama Papers","TRANSFIELD SHIPPING INC. ROOM 2538; SUN HUNG KAI CENTRE 30 HARBOUR ROAD WANCHAI; HONG KONG","TRANSFIELD SHIPPING INC.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BHS","Bahamas","11000733","Panama Papers","ALAN BATES E H BATES & CO. P.O. BOX N-63 NASSAU, BAHAMAS","ALAN E H BATES & CO.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","KEN","Kenya","11000735","Panama Papers","NISHANT P.O. BOX 46667; NAIROBI, KENYA; ***S.I.*** NAIROBI CITY KENYA","NISHANT B. L. AGGARWAL","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BRA","Brazil","11000736","Panama Papers","ANTONIO BRAZ FILHO RUA MARTIM AFONSO, 34-3º PISO CENTRO - SANTOS/SP/BRASIL","ANTONIO BRAZ FILHO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11000738","Panama Papers","SR. IVAN R. CLARE ARIAS P.O. BOX 0818-62562 PANAMA, REPUBLICA DE PANAMA","CLARE ARIAS, IVAN R.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","SWE","Sweden","11000748","Panama Papers","MR. MATTIAS KOLING P.O. BOX 14167 S-10441 STOCKHOLM SWEDEN","KOLING, MATTIAS","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHN","China","11000734","Panama Papers","SMT TRADING CO. LTD.  ROOM 805 BUILDING 3; MING HUA YUAN; DONGTAI GARDEN DONGGUAN; GUANGDONG P.R. CHINA; 523123.","SMT TRADING CO. LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHN","China","11000737","Panama Papers","EXPERT BEST INTERNATIONAL HOLDINGS LTD. NO. 24; QING PING ROAD; 3/F.; GUANGZHOU; GUANGDONG; POSTAL CODE 510130 PEOPLE´S REPUBLIC OF CHINA","EXPERT BEST INTERNATIONAL HOLDINGS LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000739","Panama Papers","VICTORIA SECRETARIES LIMITED ROOM 2001-04; CHINA INSURANCE GROUP BUILDING; 141 DES VOEUX ROAD; C.; HONG KONG.","VICTORIA SECRETARIES LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000740","Panama Papers","GT COMPANY LIMITED C/O 1001-3, 10/F 118 CONNAUGHT ROAD WEST HONG KONG","GT COMPANY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000741","Panama Papers","MAYA COMPANY LIMITED C/O 1001-3, 10/F 118 CONNAUGHT ROAD WEST HONG KONG","MAYA COMPANY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000742","Panama Papers","PANTA CORPORATION UNITS 1-3, 17/F. 118 CONNAUGHT ROAD WEST HONG KONG ATTN.: HERMAN WONG/MELISA TSUI","PANTA CORPORATION","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000743","Panama Papers","BILLION WIN HOLDINGS LIMITED C/O 1001-3, 10/F 118 CONNAUGHT ROAD WEST HONG KONG","BILLION WIN HOLDINGS LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000744","Panama Papers","TOP GALAXY INTERNATIONAL LTD. C/O 1001-3, 10/F 118 CONNAUGHT ROAD WEST HONG KONG","TOP GALAXY INTERNATIONAL LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000745","Panama Papers","TOP MOTION LIMITED C/O 1001-3, 10/F 118 CONNAUGHT ROAD WEST HONG KONG","TOP MOTION LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000746","Panama Papers","JET RICH LIMITED UNITS 1-3, 37/F 118 CONNAUGHT ROAD WEST HONG KONG ATTN.: HERMAN WONG/MELISA TSUI","JET RICH LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000749","Panama Papers","","BELLMAN MESSIK & CO.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ECU","Ecuador","11000750","Panama Papers","ESTUDIO JURIDICO AMADOR 9 DE OCTUBRE 416 Y CHILE EDIFICIO CITIBANK PISO 10 GUAYAQUIL, ECUADOR","ESTUDIO JURIDICO AMADOR","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000747","Panama Papers","MANWELL DEVELOPMENT LIMITED RM 2706; 27/F GREENFIELD TOWER CONCORDIA PLAZA 1 SCIENCE MUSEUM ROAD TSIMSHATSUI EAST; KOWLOON HONG KONG","MANWELL DEVELOPMENT LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000752","Panama Papers","YUEXIU PROPERTY (HK) COMPANY LIMITED 28TH FLOOR; SEABRIGHT PLAZA; 9-23 SHELL STREET; NORTH POINT; HONG KONG","YUEXIU PROPERTY (HK) COMPANY LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000755","Panama Papers","MR. GUIDO ARDIZZONE 52; BLD.  JARDIN EXOTIQUE  MC 98000; MONACO","GUIDO ARDIZZONE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","RUS","Russia","11000756","Panama Papers","MR. VADIM M. RINSKY SPORT HOTEL, 17TH FLOOR 90/2 LENINSKY PROSPECT  117415 MOSCOW  RUSSIA","RINSKY, VADIM M.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000757","Panama Papers","CENTENNIAL METAL GROUP LIMITED 15 YIP WO STREET ON LOK TSUEN, FANLING NEW TERRITORIES HONG KONG","CENTENNIAL METAL GROUP LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11000758","Panama Papers","PEAK SECRETARIES LIMITED P.O. BOX 478 ST. HELIER JERSEY JE4 5SL  CHANNEL ISLANDS","PEAK SECRETARIES LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000759","Panama Papers","KBL (SWITZERLAND) LTD  BD GEORGES-FAVON 7  1211 GENEVE 11  SWITZERLAND","KBL (SWITZERLAND) LTD","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BHS","Bahamas","11000760","Panama Papers","AMERICAS INTERNATIONAL BANK CORPORATION LTD. P. O. BOX N-7109 EURO CANADIAN CENTRE GROUND FLOOR MARLBOROUGH ST. & NAVY LYON ROAD NASSAU, BAHAMAS","AMERICAS INTERNATIONAL BANK CORPORATION LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000761","Panama Papers","MS. SO MIN YIN FLAT B; 2/F.; 23 ROSE STREET; YAU  YAT CHUEN; KLN HONG KONG","SO MIN YIN","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CRI","Costa Rica","11000762","Panama Papers","LEX COUNSEL LIMITADA EDIFICIO TERRAPORTE PISO 4; ESCAZU DE LA TIENDA CARRIÓN MULTIPLAZA 150 METROS SUR SAN RAFAEL DE ESCAZU; REPUBLICA DE COSTA RICA","LEX COUNSEL LIMITADA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","RUS","Russia","11000763","Panama Papers","MR. ALEXANDRE IOUDACHINE LENINSKI PROSPECT 129-1 APARTMENT 81 MOSCOW 117513 RUSSIA","IOUDACHINE, ALEXANDRE","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000764","Panama Papers","PROXY MANAGEMENT CONSULTANTS LTD. 1601 THE SUN'S GROUP CENTRE; 200 GLOUCESTER ROAD; HONG KONG","PROXY MANAGEMENT CONSULTANTS LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000765","Panama Papers","CONSON ACCOUNTING LIMITED (ACCOUNTANCY & SECRETARIAL SERVICES) ROOM 703; KOWLOON BUILDING 555 NATHAN ROAD MONGKOK; KOWLOON HONG KONG","CONSON ACCOUNTING LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHN","China","11000766","Panama Papers","YU YING/CHEN XI RM 2106; JIA OF BLDG #4 1ST QU OF FANG CHENG YUAN FANG ZHUANG; BEIJING 100078 THE PEOPLE'S REPUBLIC OF CHINA","YU YING/CHEN XI","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","IMN","Isle of Man","11000767","Panama Papers","PRICEWATERHOUSECOOPERS LP SIXTY CIRCULAR ROAD DOUGLAS ISLE OF MAN IM1 1SA BRITISH ISLES","PRICEWATERHOUSE COOPERS LP (ISLE OF MAN)","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","URY","Uruguay","11000787","Panama Papers","ESTUDIO JOSE E. COMAS COLONIA 966 PISO 1, OFICINA 103 11.000 MONTEVIDEO URUGUAY","ESTUDIO JOSE E. COMAS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000928","Panama Papers","BASE 57 RUE GRIMALDI MC 98000 MONACO *S.I.*","BASE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11001228","Panama Papers","TBP GROUP LIMITED C/O 2107; 21/F EMPEROR GROUP CENTRE 288 HENNESSY ROAD WANCHAI; HONG KONG","TBP GROUP LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LUX;MCO","Luxembourg;Monaco","11001229","Panama Papers","KATE JORDAN 25 RUE ASTRID L-1143 LUXEMBOURG","KATE JORDAN","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","AUS","Australia","11000768","Panama Papers","GREENCROSS VETERINARIANS 18 REARDON STREET TOWNSVILLE, QUEENSLAND AUSTRALIA 4810","GREENCROSS VETERINARIANS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000769","Panama Papers","ICS TRUST COMPANY LIMITED 8TH FLOOR HENLEY BUILDING 5 QUEEN'S ROAD CENTRAL, HONG KONG","ICS TRUST (ASIA) LIMITED","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000770","Panama Papers","BD WORLDWIDE CORPORATION ROOM 2501-2; 25/F VICWOOD PLAZA 199 DES VOEUX ROAD CENTRAL; HONG KONG","BD WORLDWIDE CORPORATION","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000771","Panama Papers","E-PIC NETWORKS (BVI.) LIMITED 9/F., BOC CREDIT CARD CENTRE 68 CONNAUGHT ROAD WEST SHEUNG WAN HONG KONG","E-PIC NETWORKS (BVI) LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000772","Panama Papers","EUROHELVETIA TRUST CO., S.A. WORLD TRADE CENTRE 10 ROUTE DE L´AEROPORT P. O. BOX 691 1215 GENEVE 15 SWITZERLAND","EUROHELVETIA TRUST CO., S. A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000773","Panama Papers","MARLBOROUGH TRUST COMPANY LIMITED P.O. BOX 19 ALBERT HOUSE SOUTH ESPLANADE ST. PETER PORT, GUERNSEY GY1 3AJ CHANNEL ISLANDS","MARLBOROUGH TRUST COMPANY LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000774","Panama Papers","MR. FUNG NGOK CHUNG; RAYMOND FLAT B; 1ST FLOOR HOC TAM GARDEN T SHAN KWONG ROAD HAPPY VALLEY; HONG KONG","FUNG NGOK CHUNG, RAYMOND","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VEN","Venezuela","11000775","Panama Papers","MR. RUBEN MORALES AV. PRINCIPAL DE LOS CORTIJOS DE LOURDES EDIF. CENTRO EMPRESARIAL POLAR PISO 1 CARACAS, VENEZUELA","MR. RUBEN MORALES","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000776","Panama Papers","EAST-WEST UNITED COMPANY LIMITED ROOM 612-617, 6TH FLOOR HUTCHISON HOUSE 10 HARCOURT ROAD HONG KONG","EAST-WEST UNITED COMPANY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000777","Panama Papers","NIE & COMPANY ROOM 2215; 22/F WORLD WIDE HOUSE 19 DES VOEUX ROAD CENTRAL; HONG KONG","NIE & COMPANY","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11000778","Panama Papers","SPRING SEASONS INC. C/O MR. DAVID INGRAM 7 LES AMETOTS; BAGATELLE LANE ST. SAVIOUR; JERSEY CHANNEL ISLANDS","SPRING SEASONS INC.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000779","Panama Papers","MR. SELARKA NILESH MANSUKHLAL BLOCK 4; FLAT D; 1ST FLOOR; LAGUNA CITY; 33 LAGUNA STREET; LAM TIN; KOWLOON; HONGKONG","SELARKA, NILESH MANSUKHLAL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000780","Panama Papers","PRIMASIA CORPORATE SERVICES LIMITED SUITE 1106-8; 11/F.; TAI YAU BUILDING; NO. 181 JOHNSTON ROAD; WANCHAI HONG KONG","PRIMASIA CORPORATE SERVICES LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","NIU","Niue","11000781","Panama Papers","THE GARDEN FOUNDATION C/O PALLISSER & PENDERGAST 2 COMMERCIAL CENTRE SQUARE ALOFI, NIUE **S.I.**","THE GARDEN FOUNDATION","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","SYR","Syria","11000782","Panama Papers","BEREA HOLDING LIMITED SMADI BUILDING GHASSAN STREET HARIKA P.O. BOX 21 DAMASCUS, SYRIA","BEREA HOLDING LIMITED","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","URY","Uruguay","11000783","Panama Papers","CR. JORGE RODRIGUEZ C/O POSADAS; POSADAS & VECINOS JUNCAL 1305; PISO 21 11000 MONTEVIDEO URUGUAY PERSONAL & CONFIDENCIAL","JORGE RODRIGUEZ","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","IMN","Isle of Man","11000784","Panama Papers","THE TYBEL COMPANY LIMITED THORNY COTTAGE THORNY ROAD DOUGLAS IM2 5EA ISLE OF MAN BRITISH ISLES *S.I.*","THE TYBEL COMPANY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000785","Panama Papers","ANANDA HOLDINGS LIMITED 17/F.; ANANDA TOWER 57-59 CONNAUGHT ROAD  CENTRAL; HONG KONG","ANANDA HOLDINGS LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11000786","Panama Papers","MR. JONATHAN D. STUTTARD LABURNUM FARM MONT A LA BRUNE ST. PETER, JERSEY JE3 7FL CHANNEL ISLANDS","STUTTARD,  JONATHAN D.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11000788","Panama Papers","SOUTHWEST MOUNTAIN ENTERPRISES; INC. P.O. BOX 2802 LAKEVIEW LODGE; RT. 2 LAKESIDE; ARIZONA 85929 U. S. A.","SOUTHWEST MOUNTAIN ENTERPRISES, INC.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000789","Panama Papers","CHARTER LANE CORPORATE CONSULTANT LIMITED UNIT A; 10/F.; AMTEL BUILDING; 144-148 DES VOEUX ROAD CENTRAL; HONG KONG","CHARTER LANE CORPORATE CONSULTANT LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000790","Panama Papers","SARASIN RABO INVESTMENT MANAGEMENT LIMITED (HONG KONG) LTD. 17/F., ONE PACIFIC PLACE 88 QUEENSWAY HONG KONG  ATTN: MS. GLORIA POON","SARASIN RABO INVESTMENT MANAGEMENT LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11000791","Panama Papers","MOSSACK FONSECA & CO. (PTY) APARTADO POSTAL 0832-0886 WORLD TRADE CENTER PANAMA, REP. DE PANAMA ATENCION DEPTO DE CONTABILIDAD *MARISABEL ROBLES*","JURGEN MOSSACK - RAMON FONSECA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000792","Panama Papers","BONKIN INTERNATIONAL LIMITED SUITE 1203; 12/F; TOWER 1 CHINA HONG KONG CITY 33 CANTON ROAD; TSIMSHATSUI KOWLOON; HONG KONG","BONKIN INTERNATIONAL LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000793","Panama Papers","ORIENTAL STONE LIMITED FLAT H; 15/F UNIVERSAL INDUSTRIAL CENTRE 19-25 SHAN MEI STREET FO TAN; HONG KONG","ORIENTAL STONE LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000794","Panama Papers","LIPONG LIMITED FLAT G; 6TH FLOOR; BLOCK 2; VILLA ESPLANADA; TSING YI; HONG KONG","LIPONG LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000795","Panama Papers","OCTOPUS MANAGEMENT LIMITED BATLEY BUSINESS PARK SUITE 39 & 40 TECHNOLOGY DRIVE, BATLEY WF17 6ER UNITED KINGDOM","OCTOPUS MANAGEMENT LIMITED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000796","Panama Papers","","UBS AG (SUCC. RUE DU RHÔNE)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000797","Panama Papers","COMPSEC SERVICES LTD. SUITE C; 16/F ON HING BUILDING 1-9 ON HING TERRACE CENTRAL; HONG KONG","COMPSEC SERVICES LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BHS","Bahamas","11000798","Panama Papers","BANCO SANTANDER TRUST BANKING CORPORATION (BAHAMAS) LIMITED P.O. BOX N-1682 NASSAU, BAHAMAS","BANCO SANTANDER TRUST BANKING CORPORATION (BAHAMAS) LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","URY","Uruguay","11000799","Panama Papers","ESTUDIO BIANCHI PAYSANDÚ 816 CASI FLORIDA MONTEVIDEO URUGUAY","BIANCHI & ASOCIADOS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VNM","Viet Nam","11000800","Panama Papers","","TEXMAN CONSULTANTS LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000801","Panama Papers","","UNITED PRIVATE MANAGEMENT SERVICES S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000802","Panama Papers","CHANDLERS CORPORATE RECOVERY LIMITED P.O. BOX 313 ANSON COURT LA ROUTE DES CAMPS ST. MARTIN, GUERNSEY GY1 3TF CHANNEL ISLANDS","CHANDLERS CORPORATE RECOVERY LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000803","Panama Papers","CHAREVILLE INTERNATIONAL LTD. 22-23 FLOOR 1 WELLINGTON STREET, CENTRAL HONG KONG","CHAREVILLE INTERNATIONAL LTD.","","","","","","","","SUSPENDED","",""
