"labels(n)","n.valid_until","n.country_codes","n.countries","n.node_id","n.sourceID","n.address","n.name","n.jurisdiction_description","n.service_provider","n.jurisdiction","n.closed_date","n.incorporation_date","n.ibcRUC","n.type","n.status","n.company_type","n.note"
"[""Intermediary""]","The Panama Papers  data is current through 2015","ZAF","South Africa","11000001","Panama Papers","MICHAEL PAPAGEORGE; MR. 106 NICHOLSON STREET BROOKLYN PRETORIA 0002; GAUTENG (PWV) SOUTH AFRICA","MICHAEL PAPAGEORGE, MR.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LIE","Liechtenstein","11000002","Panama Papers","","CORFIDUCIA ANSTALT","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000003","Panama Papers","","DAVID, RONALD","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BEL","Belgium","11000004","Panama Papers","","DE  BOUTSELIS, JEAN-PIERRE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LBN","Lebanon","11000005","Panama Papers","","THE LEVANT LAWYERS (TLL)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000006","Panama Papers","MS. ANNELIESE ABARTH 20 BOULEVARD PRINCESSE CHARLOTTE MONTE CARLO, MONACO","ABARTH, ANNELIESE","","","","","","","","UNRECOVERABLE ACCOUNTS","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000007","Panama Papers","","FIGEST CONSEIL S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LBN","Lebanon","11000008","Panama Papers","","MED ENERGY S.A.L.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MYS","Malaysia","11000009","Panama Papers","TRUSTCO LABUAN SDN RHD (409273-A); UNIT 3; (1)  MAIN OFFICE TOWER; FINANCIAL PARK LABUAN JALAN MERDEKA; 87000 W.P. LABUAN MALAYSIA ATTENTION: LESLEY HAVILL","TRUSTCO LABUAN SDN BHD","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000010","Panama Papers","","SYL LOGIC SERVICES SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000011","Panama Papers","","LAFEVER, RONALD L.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000012","Panama Papers","MR. CHARLES BROUGH 61 SANDY LANE CHEAM; SURREY SM2 7EN ENGLAND; UNITED KINGDOM","BROUGH, CHARLES (MR.)","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11000013","Panama Papers","MOURANT & CO. SECRETARIES LIMITED P. O. BOX 87 22 GRENVILLE STREET ST. HELIER, JERSEY JE4 8PX CHANNEL ISLANDS","MOURANT & CO. SECRETARIES LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","FRA","France","11000014","Panama Papers","","CREVON, GEORGES-ALAIN","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LUX","Luxembourg","11000015","Panama Papers","FIDUCIAIRE FERNAND KARTHEISER & CIE 57 ROUTE D'ARLON L-1140 LUXEMBOURG","FIDUCIAIRE FERNAND KARTHEISER & CIE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000016","Panama Papers","","FIDUCIAIRE A. RICHARD S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","TWN","Taiwan","11000017","Panama Papers","HOLLYSIDE MANAGEMENT LIMITED PA-TEH ROAD; SEC 4. NO.765; 5F-1 TAIPE 105; TAIWAN","HOLLYSIDE MANAGEMENT LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000018","Panama Papers","","FUDEM S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000019","Panama Papers","","GBC GLOBAL BUSINESS CENTER SARL","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","EST","Estonia","11000020","Panama Papers","","GNIDIN, MIHHAIL","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000021","Panama Papers","","HAY, LIC. FRANK-OLIVIER","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MEX","Mexico","11000022","Panama Papers","SR. MAURICIO CHERNITSKY MONTE PELVOUX 111 DESP. 102; LOMAS DE CHAPULTEPEC MEXICO DF 11000; MEXICO","CHERNITSKY, MAURICIO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000023","Panama Papers","","LOMBARD ODIER DARRIER HENTSCH & CIE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000024","Panama Papers","","CLAYVARD LTD.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000025","Panama Papers","","DETOLEDO, TEDI","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000026","Panama Papers","","ECU FINANCE S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","FRA","France","11000027","Panama Papers","","EDMOND, JACQUES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000028","Panama Papers","","SWISS BANCOR GROUP, SOCIETE FIDUCIAIRE S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000029","Panama Papers","","FAVONA S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000030","Panama Papers","","MR. ERIC GOZLAN","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000031","Panama Papers","","FORVEST TRUST S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ARG","Argentina","11000032","Panama Papers","","OVERSEAS FINANCIAL MANAGEMENT CO.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000033","Panama Papers","","MALKINS SOLICITORS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000034","Panama Papers","SECRETARIAL SERVICES LIMITED P.O. BOX 37 ST. ANNE'S HOUSE; VICTORIA STREET ALDERNEY; CHANNEL ISLANDS","SECRETARIAL SERVICES LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11000035","Panama Papers","MR. CARLOS E. HILL CITYWIDE MORTGAGE 141 SOUTH HARRISON ST. EAST ORANGE, NEW JERSEY 07108 U.S.A.","HILL, CARLOS E.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000036","Panama Papers","","DUPONT-WILLEMIN, ALBERT-LOUIS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000037","Panama Papers","","ISAAC ELBAZ","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000038","Panama Papers","","EUROPEAN ACCOUNTANCY & LEGAL SERVICES LTD","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000039","Panama Papers","","FIDUCIAIRE JACQUES BORNAND S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000040","Panama Papers","","GESTAR S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000041","Panama Papers","","HALABY, HASSAN J.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000042","Panama Papers","","MOHAMED ABDUL MOTALEB HOUNI","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000043","Panama Papers","","J.A. PINÖSCH","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000044","Panama Papers","","HORIZON INVESTMENT SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LIE","Liechtenstein","11000045","Panama Papers","","INTERADVICE ANSTALT","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VEN","Venezuela","11000046","Panama Papers","CORPORACION INTERMAQ; C.A. CORREO # 66219; ZONA POSTAL 1061 CARRETERA POTARE; KILOMETRO 11 SECTOR HOYO DE LA TAPIA; FILAS DE MARICHE SANTA LUCIA; ESTADO MIRANDA VENEZUELA","CORPORACION INTERMAQ, C.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000047","Panama Papers","","PIERRE RICHA & PARTNERS S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000048","Panama Papers","","DE KERRET, E.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","JEY;GBR","Jersey;United Kingdom","11000049","Panama Papers","MOORE STEPHENS (JERSEY) P. O. BOX 236 FIRST ISLAND HOUSE; PETER STREET ST. HELIER; JERSEY JE4 8SG CHANNEL ISLANDS","MOORE STEPHENS (JERSEY)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000050","Panama Papers","","LASSER GESTION S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000051","Panama Papers","","LEMA, CARLOS A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","VEN","Venezuela","11000052","Panama Papers","ZUOZ PHARMA; S.A.  EDIF. PULMOBRONK AVENIDA OESTE 20; ESQUINA PUENTE RESTAURADOR A RIO SANTA TERESA; CARACAS VENEZUELA","ZUOZ PHARMA, S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000053","Panama Papers","","INVICTA ADVISORY SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000054","Panama Papers","","P & P MANAGEMENT SERVICES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000055","Panama Papers","PAULETTE TSOI C/O MS. IRENE LAI  FLAT 5; 4TH FLOOR; ON WING BUILDING 49 MAN TAI STREET HUNGHOM; KOWLOON HONG KONG **S.I.**","PAULETTE TSOI","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000056","Panama Papers","","MAURER, LIC. PASCAL","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000057","Panama Papers","","UNION BANCAIRE PRIVEE UBP","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000058","Panama Papers","","ANVRIL CONSULTORES ASOCIADOS, S.L.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11000059","Panama Papers","","FERREIRO PARGA, JAVIER","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000060","Panama Papers","","MULTIFIDUCIAIRE GENEVE S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000061","Panama Papers","","MUSKENS, PIERRE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000062","Panama Papers","","MENTHA & ASSOCIES","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000063","Panama Papers","","MERMOD, JOSE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000064","Panama Papers","","BUDIN & ASSOCIES (ME CHRISTIAN GROSJEAN)","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000065","Panama Papers","","WINSTON SECURITIES LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000066","Panama Papers","","UNION DE BANQUES SUISSES","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000067","Panama Papers","","DUCRET, MERFIN, BERTA ,SPIRA & BORY VILLA","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000068","Panama Papers","","SCHMIDT, JATON & ASSOCIES (VD)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000069","Panama Papers","","SFG SOCIÉTÉ FIDUCIAIRE ET DE GÉRANCE SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000070","Panama Papers","","CORENER S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11000071","Panama Papers","SR. IVAN ROMERO C/O SRA. MABEL DE ROMERO APARTADO POSTAL 0818-07140   PANAMA, REP. OF PANAMA","SR. IVAN ROMERO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000072","Panama Papers","","DEPIGEST S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000073","Panama Papers","","DPS CONSEIL & REVISION S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000074","Panama Papers","","DRIANCOURT & CIE S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000075","Panama Papers","","DRIZENKO, ERIC","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000076","Panama Papers","","FAFALEN,  LIC. SERGE","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000077","Panama Papers","","FIDUCIAIRE CIARDO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000078","Panama Papers","","FININFOR & ASSOCIES S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000079","Panama Papers","","GHARBAWI, IZZET","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GGY;GBR","Guernsey;United Kingdom","11000080","Panama Papers","ISLAND CONSULTANTS LIMITED PO BOX 287 PLACE DU COMMERCE ST. PETER PORT GUERNSEY GY1 3RL  ATTENTION MS. BERYL PEEL","ISLAND CONSULTANTS LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000081","Panama Papers","","SIFAIR INTERNATIONAL LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000082","Panama Papers","","CRISTAL TRUST SERVICES S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LIE","Liechtenstein","11000083","Panama Papers","","EXULTA ANSTALT","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","SAU","Saudi Arabia","11000084","Panama Papers","MR. A.B. REDWAN P.O. BOX 4061 JEDDAH, SAUDI ARABIA","REDWAN, A.B.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000085","Panama Papers","","DIFALCA S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000086","Panama Papers","","FB TRUSTEES S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000087","Panama Papers","","FIDEPAR S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000088","Panama Papers","","FIDUCIAIRE PIERRE FAIVRE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000089","Panama Papers","","FOPPA, GIORGIO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000090","Panama Papers","","FIGEVAL SOCIETE FIDUCIAIRE S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","USA","United States","11000091","Panama Papers","MR. FRANCIS E. HOLLO C/O SCANINVEST INC. 14880 SOUTH WEST 149 STREET MIAMI, FLORIDA 33196 U. S. A.","HOLLO, FRANCIS E.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000092","Panama Papers","","GS MANAGEMENT S.A. (EX: GLANVILLE)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000093","Panama Papers","","GLENCORE INTERNATIONAL AG","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000094","Panama Papers","","GPF S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000095","Panama Papers","","KMA SERVICES S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000096","Panama Papers","","INVESTMENT & FINANCIAL CONSULTANTS GROUP","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000097","Panama Papers","","LEXINTER ABOGADOS S.L.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000098","Panama Papers","","INAUDI, LIC. MATTEO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000099","Panama Papers","","MAGNIN, LIC. DANIELE-CHRISTINE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000100","Panama Papers","","ROCHAT, GILBERT","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000101","Panama Papers","","ROCHAT, JEAN-PHILIPPE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000102","Panama Papers","","INTER DEVELOPMENT CONSULTING S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000103","Panama Papers","","MERRILL LYNCH INTERNATIONAL INCORPORATED","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000104","Panama Papers","","MN TRUST","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000105","Panama Papers","","MARTI, LIC. JEAN-FRANÇOIS","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000106","Panama Papers","","FIDEURO S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","GBR","United Kingdom","11000107","Panama Papers","","MR. SERGEI & ANATOLI STRIGO","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","DEU","Germany","11000108","Panama Papers","","KISSELEV, GENNADI","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000109","Panama Papers","","VISION, EDWIN STRAESSLE","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000110","Panama Papers","","BDO SA","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000111","Panama Papers","","EXPERCO PARTENAIRES S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000112","Panama Papers","","MR. BIXIO ROMERIO","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000113","Panama Papers","","JOBERT INVESTMENTS INC.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000114","Panama Papers","","STOCKBRIDGE DEVELOPMENTS INC.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","","","11000115","Panama Papers","","ETERNAL UNITY HOLDINGS LIMITED","","","","","","","","","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000116","Panama Papers","","PHAEDON COUNINIOTIS","","","","","","","","INACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","","","11000117","Panama Papers","","GALLAMINI ALVAREZ, MAURICE","","","","","","","","","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000118","Panama Papers","","TRADALCO S.A.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","","","11000119","Panama Papers","","TRAFALGAR TRUST COMPANY (JERSEY) LIMITED","","","","","","","","","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","KWT","Kuwait","11000120","Panama Papers","AL-MARZOOK UNITED COMMERCIAL CO. P.O. BOX 26845 SAFAT 13129 KUWAIT","AL-MARZOOK UNITED COMMERCIAL CO.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","","","11000121","Panama Papers","","CANEPA, KOPEC, & ASOCIADOS","","","","","","","","","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000122","Panama Papers","","LOZE & KAISER","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000123","Panama Papers","","HIRSCH & CIE","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000124","Panama Papers","","PRZEDBORSKI, LIC. DANIEL","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","PAN","Panama","11000125","Panama Papers","INTERNATIONAL HAIR STUDIO-PANAMA VIA ESPANA Y CALLE 52 E PANAMA, REP. DE PANAMA","INTERNATIONAL HAIR STUDIO-PANAMA","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000126","Panama Papers","","MME  MARTINE REYMOND BLAETTLER","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000127","Panama Papers","","NOVA ATLANTIS S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000128","Panama Papers","","PARKDALE INVESTMENTS S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","HKG","Hong Kong","11000129","Panama Papers","PEACEFUL INVESTMENT LIMITED 12/F., AON INSURANCE TOWER 3 LOCKHART ROAD HONG KONG","PEACEFUL INVESTMENT LIMITED","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000130","Panama Papers","","METZGER & VERNET","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000131","Panama Papers","","MONSALVE, PILAR","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","POL","Poland","11000132","Panama Papers","","CENTNER, WLOZIMIERZ","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000133","Panama Papers","","ZIEGLER, LIC. ELISABETH","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000134","Panama Papers","","ETUDE DE MES REYMOND, ULMANN & FISCHELE (THIERRY ULMANN)","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000135","Panama Papers","","SAGLAV, MURAT","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000136","Panama Papers","","CORPORATE PERFORMANCE CONSULTING LTD.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000137","Panama Papers","","ULKUMEN, IBRAHIM","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","BRA","Brazil","11000138","Panama Papers","","ZILVETI E SANDEN ADVOGADOS ASSOCIADOS","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000139","Panama Papers","SABINE DUPUY-URISARI 51B RUE PLATI MC 98000 MONACO","DUPUY-URISARI, SABINE","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","MCO","Monaco","11000140","Panama Papers","MR. ANDREW F. MANN+ 20 BOULEVARD PRINCESSE CHARLOTTE MC 98000 MONACO *S.I.*","MANN, ANDREW F.","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000141","Panama Papers","","SYNERGIE S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","CHE","Switzerland","11000142","Panama Papers","","SERTUM S.A.","","","","","","","","ACTIVE","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000143","Panama Papers","","GRUPO MAYVE","","","","","","","","SUSPENDED","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","LIE","Liechtenstein","11000144","Panama Papers","","FIDARCO TREUHAND-UND VERWALTUNGS-ANSTALT","","","","","","","","PROSPECT","",""
"[""Intermediary""]","The Panama Papers  data is current through 2015","ESP","Spain","11000145","Panama Papers","","THIERY, ALBERTO R.","","","","","","","","ACTIVE","",""
